"","Assignment_Group","TITLE"
"187","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFRE01 (ZWCDGFACZPA.0122.05210600.SB37) ENDED IN ERROR SB37"
"188","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCSSK29 (ZWPDGSKEMAHIER.0065.05250600.U02E) ENDED IN ERROR U02E tiludv"
"189","F161 Sys. Mgm. EDW","JOB EWCRSI09 (EWPSAKSR09.0005.05271800.S04E) ENDED IN ERROR S04E"
"190","F163 Sys. Mgm. EDW Infrastructure","JOB ZWWRWAUX (ZWPULUNXRWAMON.0010.06021427.0255) ENDED IN ERROR 0255 tiludv"
"191","F161 Sys. Mgm. EDW","JOB EGD200LO (RHC63300ZPA.0075.06031800.S04E) ENDED IN ERROR S04E tiludv"
"192","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFPLMC (ZWPDGFTPLOAD.0020.05121900.JCL) ENDED IN ERROR JCL tiludv"
"193","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFPMTH (ZWPDGFTPMONTH.0010.05271900.0012) ENDED IN ERROR 0012 tiludv"
"194","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCRWL2A (ZWCULFACTCRDV2.0191.06110600.0008) ENDED IN ERROR 0008 tiludv"
"195","F163 Sys. Mgm. EDW Infrastructure","JOB EGD240D1 (EGPKTOSALDOTRUL.0041.06101800.S04E) ENDED IN ERROR S04E tiludv"
"196","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFVDF1 (ZWCDGFAKORZPA.0062.06110600.0012) ENDED IN ERROR 0012 tiludv"
"197","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEULG1 (ZWPULFAKSIDU.0141.06130600.0008) ENDED IN ERROR 0008 tiludv"
"198","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFKY3F (ZWCULFAK1ZPA.0135.06130600.0012) ENDED IN ERROR 0012 tiludv"
"199","F162 Sys. Mgm. Quality Assurance","JOB QWCQRW04 (EWPSAKRW22.0005.06161800.1020) ENDED IN ERROR 1020 tiludv"
"200","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCDFN01 (ZWCINDEFDEF.0005.06170600.0012) ENDED IN ERROR 0012 tiludv"
"201","F161 Sys. Mgm. EDW","DB2-Maxlimits EW00003D.EW00099S - EWWH_TCRMT_BR_RE_H - 20 - July release."
"202","F162 Sys. Mgm. Quality Assurance","JOB QWCFSI04 (QWPFSI01.0035.07010600.U3E7) ENDED IN ERROR U3E7 tiludv"
"203","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEURH1 (ZWPULFAKSIEX.0105.07010600.0012) ENDED IN ERROR 0012 tiludv"
"204","F161 Sys. Mgm. EDW","JOB EWCM3618 (EWCM3000ZPANY.0072.06301800.0012) ENDED IN ERROR 0012 tiludv"
"205","F161 Sys. Mgm. EDW","JOB EGC20103 (EGC20100ZPA.0015.07011800.0012) ENDED IN ERROR 0012 tiludv"
"206","F161 Sys. Mgm. EDW","JOB EGC20112 (EGC20100ZPA.0060.07011800.0012) ENDED IN ERROR 0012 tiludv"
"207","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCDCSX1 (ZWCULFACTINK.0005.07040600.0012) ENDED IN ERROR 0012 tiludv"
"208","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCCB004 (ZWCFACTCB.0020.07010600.1000) ENDED IN ERROR 1000 tiludv"
"209","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLO181 (ZWCULFAKSILOGEN.0005.07010600.0008) ENDED IN ERROR 0008 tiludv"
"210","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCGFSB3 (ZWCGFSCOLLUL.0015.07010600.1004) ENDED IN ERROR 1004 tiludv"
"211","F161 Sys. Mgm. EDW","JOB EGC25S10 (RHP82400.0050.07041800.0012) ENDED IN ERROR 0012 tiludv"
"212","F161 Sys. Mgm. EDW","JOB EGD200LO (RHC63300ZPA.0075.07051800.S04E) ENDED IN ERROR S04E"
"213","F161 Sys. Mgm. EDW","JOB EGD200LO (RHC63300ZPA.0075.07051800.S04E) ENDED IN ERROR S04E tiludv"
"214","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCSCOR7 (ZWCSCORENFEBO.0035.07120600.1000) ENDED IN ERROR 1000 tiludv"
"215","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKSY41 (ZWPULKREDSAG.0035.07160600.0012) ENDED IN ERROR 0012 tiludv"
"216","F161 Sys. Mgm. EDW","JOB DUCLOI3T (DUCLOI3TZPA.0005.07200600.0012) ENDED IN ERROR 0012"
"217","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCGMI10 (ZWCULGMIBV.0050.08050600.0012) ENDED IN ERROR 0012 tiludv"
"218","F162 Sys. Mgm. Quality Assurance","JOB QWCVFPPM (QWDCPFTPPPM.0010.08051800.1000) ENDED IN ERROR 1000 tiludv"
"219","F162 Sys. Mgm. Quality Assurance","JOB QWCFODGK (QWPFKRSK.0030.08060600.JCL) ENDED IN ERROR JCL tiludv"
"220","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCESDG9 (ZWCULFACTSIDKZPB.0065.08060600.0012) ENDED IN ERROR 0012 tiludv"
"221","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFXAAD (ZWPDGFTPANASIMAD.0010.08100600.0008) ENDED IN ERROR 0008 tiludv"
"222","F161 Sys. Mgm. EDW","JOB EWCSI308 (EWPSAKSI308.0010.08251800.1008) ENDED IN ERROR 1008 tiludv"
"223","F162 Sys. Mgm. Quality Assurance","JOB QWCF0351 (QWPFCREDCOCD.0030.09060600.U3E7) ENDED IN ERROR U3E7 tiludv"
"224","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCHEN25 (ZWPHSKUBEDAGLIG.0010.09121800.U3E7) ENDED IN ERROR U3E7 tiludv"
"225","F161 Sys. Mgm. EDW","JOB BYC80651 (BYPBYC80651.0005.09201313.0008) ENDED IN ERROR 0008 tiludv"
"226","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCMCT82 (ZWCMCTREALESTATE.0015.09240600.1000) ENDED IN ERROR 1000 tiludv"
"227","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCRFTW1 (ZWCDGRETFACILDIV.0055.10010600.0012) ENDED IN ERROR 0012 tiludv"
"228","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCSIKRT (ZWCDGSHEDZPA.0186.10050600.0012) ENDED IN ERROR 0012 tiludv"
"229","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKMD20 (ZWPDGKREDNEDRAP.0010.10201800.1000) ENDED IN ERROR 1000 tiludv"
"230","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFKDF1 (ZWPULFAKOR0BDEX.0062.11010600.0012) ENDED IN ERROR 0012 tiludv"
"231","F161 Sys. Mgm. EDW","JOB EGC21D26 (EGP21000DAGLIG.0066.10311800.0012) ENDED IN ERROR 0012 tiludv"
"232","F161 Sys. Mgm. EDW","JOB EGC21D22 (EGP21000DAGLIG.0062.10311800.0012) ENDED IN ERROR 0012 tiludv"
"233","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCDCSX1 (ZWCULFACTINK.0005.11020600.0012) ENDED IN ERROR 0012 tiludv"
"234","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCGMI14 (ZWCULGMIBV.0070.11070600.JCL) ENDED IN ERROR JCL tiludv"
"235","F161 Sys. Mgm. EDW","JOB EWCSLH07 (EWPSAKLH07.0010.11121800.1008) ENDED IN ERROR 1008 tiludv"
"236","F161 Sys. Mgm. EDW","JOB CMCTB333 (CMCTB333ZPA.0005.11121800.0008) ENDED IN ERROR 0008"
"237","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKMC20 (ZWPQDKREDNEDRAP.0010.11141800.1000) ENDED IN ERROR 1000 tiludv"
"238","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFSYNC (ZWCDGFACZPA.0128.11230600.JCL) ENDED IN ERROR JCL tiludv"
"239","F161 Sys. Mgm. EDW","JOB EWCSDX30 (EWPSAKDX30.0010.11281800.JCL) ENDED IN ERROR JCL tiludv"
"240","F161 Sys. Mgm. EDW","JOB EWCSEW47 (EWPSAKEW47.0010.12011800.1999) ENDED IN ERROR 1999 tiludv"
"241","F163 Sys. Mgm. EDW Infrastructure","JOB ZWWRWAUX (ZWPULUNXRWAMON.0010.12141049.0255) ENDED IN ERROR 0255 tiludv"
"242","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEVSB9 (ZWCDGFACTSIEX.0080.12170600.0031) ENDED IN ERROR 0031 tiludv"
"243","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCINFE1 (ZWCDGINKFACILITY.0045.01040600.S322) ENDED IN ERROR S322 tiludv"
"244","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCWWA26 (ZWCDGFACTCRDRWA.0005.12310600.JCL) ENDED IN ERROR JCL tiludv"
"245","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCGMI14 (ZWCULGMIBV.0070.01060600.0012) ENDED IN ERROR 0012 tiludv"
"246","F161 Sys. Mgm. EDW","JOB EWCSZW04 (EWPSAKZW04.0010.01180600.1008) ENDED IN ERROR 1008 tiludv"
"247","F161 Sys. Mgm. EDW","DB2-Maxlimits EW00015D.EW00102S - EWWH_TRP_RS_DG2_H - 60 - 3.79GB."
"248","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFAUNL (ZWCDGFACZPA.0126.02150600.U053) ENDED IN ERROR U053 tiludv"
"249","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCCF005 (ZWPULMCS.0002.02060700.JCLI) ENDED IN ERROR JCLI tiludv"
"250","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCHEN25 (ZWPHSKUBEDAGLIG.0010.03021800.U387) ENDED IN ERROR U387 tiludv"
"251","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKME30 (ZWPULKREDROACPRE.0015.03060600.1000) ENDED IN ERROR 1000 tiludv"
"252","F162 Sys. Mgm. Quality Assurance","JOB QWCF0210 (QWPENDTOEND.0095.03090600.U3E7) ENDED IN ERROR U3E7 tiludv"
"253","F161 Sys. Mgm. EDW","JOB EWCSAT11 (EWPSAKAT11.0010.03231800.U0BD) ENDED IN ERROR U0BD tiludv"
"254","F161 Sys. Mgm. EDW","JOB EWCSKS17 (EWPSAKKS17.0005.03301800.0008) ENDED IN ERROR 0008 tiludv"
"255","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEXK11 (ZWCCREDITEXPEXT.0175.04060600.0012) ENDED IN ERROR 0012 tiludv"
"256","F161 Sys. Mgm. EDW","JOB EWC5F111 (EWC1F100ZPA.0118.04111800.0012) ENDED IN ERROR 0012 tiludv"
"257","F161 Sys. Mgm. EDW","JOB EWCSLK88 (EWPSAKLK88.0010.04261800.1008) ENDED IN ERROR 1008 tiludv"
"258","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFKY2L (ZWCULFAK1ZPA.0125.05010600.JCL) ENDED IN ERROR JCL tiludv"
"259","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCRW40A (ZWPBALTICDATA.0005.05030600.U3E7) ENDED IN ERROR U3E7 tiludv"
"260","F161 Sys. Mgm. EDW","JOB EWCSRW76 (EWPSAKRW76.0010.05050600.JCL) ENDED IN ERROR JCL tiludv"
"261","F161 Sys. Mgm. EDW","JOB EWCESFT2 (EWPESTNTODWH02.0005.05151800.3912) ENDED IN ERROR 3912 tiludv"
"262","F162 Sys. Mgm. Quality Assurance","JOB QWCQRW10 (EWPSACRW10.0005.05171800.U005) ENDED IN ERROR U005 tiludv"
"263","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFPP07 (ZWPDGFTPPRICING.0080.05301800.0001) ENDED IN ERROR 0001 tiludv"
"264","F162 Sys. Mgm. Quality Assurance","JOB QWCODGF7 (QWPENDTOEND.0005.05010600.JCLI) ENDED IN ERROR JCLI tiludv"
"265","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEVD04 (ZWCDGFACTSIDIMFI.0005.06240600.0012) ENDED IN ERROR 0012 tiludv"
"266","F162 Sys. Mgm. Quality Assurance","JOB QWCODGF7 (QWPENDTOEND.0005.07060600.JCLI) ENDED IN ERROR JCLI tiludv"
"267","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKMF90 (ZWPULKREDEL.0070.04120600.1000) ENDED IN ERROR 1000 tiludv"
"268","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCCRD2S (ZWPULBDOPROACTRL.0120.08010600.JCL) ENDED IN ERROR JCL tiludv"
"269","F162 Sys. Mgm. Quality Assurance","JOB QWCF0315 (QWPF0300.0020.08040600.JCL) ENDED IN ERROR JCL tiludv"
"270","F161 Sys. Mgm. EDW","JOB EWCSI310 (EWPSAKSI310.0010.08041800.1012) ENDED IN ERROR 1012 tiludv"
"271","F161 Sys. Mgm. EDW","JOB EWCSZU01 (EWPSAKZU01.0010.08061800.JCLI) ENDED IN ERROR JCLI tiludv"
"272","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKM107 (ZWPULKREDKUN.0105.07110601.1000) ENDED IN ERROR 1000 tiludv"
"273","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFHY3K (ZWCDGFAMZPA.0050.08090600.0012) ENDED IN ERROR 0012 tiludv"
"274","F162 Sys. Mgm. Quality Assurance","JOB QWCF0200 (QWPENDTOEND.0060.08090600.U3E7) ENDED IN ERROR U3E7 tiludv"
"275","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCRWYCL (ZWCDGTEMP.0020.08040602.0002) ENDED IN ERROR 0002 tiludv"
"276","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCUPD24 (ZWCDGKCTOP2ZPA.0105.09070600.JCL) ENDED IN ERROR JCL tiludv"
"277","F162 Sys. Mgm. Quality Assurance","JOB QWCONLIN (QWPENDTOEND.0100.10050600.JCL) ENDED IN ERROR JCL tiludv"
"278","F161 Sys. Mgm. EDW","JOB EWC5F109 (EWC1F100ZPA.0114.10101800.0012) ENDED IN ERROR 0012 tiludv"
"279","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCRFS50 (ZWCDGSASTILG2.0095.10110600.0016) ENDED IN ERROR 0016 tiludv"
"280","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFHID1 (ZWCDGFAMZPA.0031.10130600.SE37) ENDED IN ERROR SE37 tiludv"
"281","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCRFS50 (ZWCDGSASTILG2.0095.10180600.0016) ENDED IN ERROR 0016 tiludv"
"282","F161 Sys. Mgm. EDW","JOB EWC5F108 (EWC1F100ZPA.0112.10251800.0012) ENDED IN ERROR 0012 tiludv"
"283","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFKY2L (ZWCULFAK1ZPA.0125.11010600.JCL) ENDED IN ERROR JCL tiludv"
"284","F162 Sys. Mgm. Quality Assurance","JOB QWCDFPEI (QWPFTPENG.0005.11021800.U02E) ENDED IN ERROR U02E tiludv"
"285","F161 Sys. Mgm. EDW","JOB EWCSDW80 (EWPSAKDW23.0005.10311800.JCL) ENDED IN ERROR JCL tiludv"
"286","F161 Sys. Mgm. EDW","JOB EWCSZY11 (EWPSAKZY05.0020.11141800.0016) ENDED IN ERROR 0016 tiludv"
"287","F161 Sys. Mgm. EDW","JOB EWCSNK34 (EWPSAKNK34.0015.11231800.1380) ENDED IN ERROR 1380 tiludv"
"288","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCDYN02 (LKPRWAM31NBNSOLV.0010.12061803.0012) ENDED IN ERROR 0012 tiludv"
"289","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCDYN08 (LKPRWAM32FINSOLV.0010.12061819.0012) ENDED IN ERROR 0012 tiludv"
"290","F162 Sys. Mgm. Quality Assurance","JOB QWCF0340 (QWPFCREDCOCD.0025.12080600.U3E7) ENDED IN ERROR U3E7 tiludv"
"291","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLO124 (ZWCDGFKNDRELZPA.0015.12130600.0001) ENDED IN ERROR 0001 tiludv"
"292","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLO124 (ZWCDGFKNDRELZPA.0015.12130600.0004) ENDED IN ERROR 0004 tiludv"
"293","F161 Sys. Mgm. EDW","DB2-Maxlimits EW00007D.EW00074S - EWWH_LKDAY_UDNYT_H - 1 - 22 GB - Jan 18 releas"
"294","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCUPD24 (ZWCDGKCTOP2ZPA.0105.12230600.0008) ENDED IN ERROR 0008 tiludv"
"295","F161 Sys. Mgm. EDW","JOB EWCSXO01 (EWPSAKXO01.0010.12261800.1009) ENDED IN ERROR 1009 tiludv"
"296","F161 Sys. Mgm. EDW","JOB EWCSZW04 (EWPSAKZW04.0010.01020600.1008) ENDED IN ERROR 1008 tiludv"
"297","F163 Sys. Mgm. EDW Infrastructure","ZWCFRAPP Failed with JLC error"
"298","F161 Sys. Mgm. EDW","JOB EWC781SO (EWC78100WE.0005.01051800.JCL) ENDED IN ERROR JCL tiludv"
"299","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFPMTH (ZWPDGFTPMONTH.0010.01091800.0012) ENDED IN ERROR 0012 tiludv"
"300","F161 Sys. Mgm. EDW","JOB EWCSLN44 (EWPSAKLN44.0010.01151800.JCL) ENDED IN ERROR JCL tiludv"
"301","F164 Sys. Mgm. EDW Architecture","JOB D5WSPM32 (D5PCILTREASORGHI.0010.01221800.0102) ENDED IN ERROR 0102 tiludv"
"302","F164 Sys. Mgm. EDW Architecture","JOB D5CPDSBA (D5PPDSBATCH.0005.01280130.0012) ENDED IN ERROR 0012 tiludv"
"303","F161 Sys. Mgm. EDW","JOB EWCSFI10 (EWPSAKFI10.0010.01261800.1008) ENDED IN ERROR 1008 tiludv"
"304","F161 Sys. Mgm. EDW","JOB EWCSFR06 (EWPSAKFR06.0015.01311800.0012) ENDED IN ERROR 0012 tiludv"
"305","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCRWM2T (ZWCFACTCRDRWA.0180.02010600.0012) ENDED IN ERROR 0012 tiludv"
"306","F161 Sys. Mgm. EDW","JOB EWCSLK16 (EWPSAKLK16.0010.02161800.1625) ENDED IN ERROR 1625 tiludv"
"307","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKTP24 (ZWCDGKCTOPZPA.0111.02200600.0012) ENDED IN ERROR 0012 tiludv"
"308","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCMCT03 (ZWCWKMCTZPA.0015.02240600.U066) ENDED IN ERROR U066 tiludv"
"309","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCMCT01 (ZWCWKMCTZPA.0005.02240600.U066) ENDED IN ERROR U066 tiludv"
"310","F161 Sys. Mgm. EDW","JOB EWCFTPT1 (EWPTOPDANMARKUGE.0003.02260600.0166) ENDED IN ERROR 0166 tiludv"
"311","F164 Sys. Mgm. EDW Architecture","JOB ZWWRWAX4 (ZWCRWA002.0010.03050700.0255) ENDED IN ERROR 0255 tiludv"
"312","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCCF006 (ZWPULMCS.0003.03120600.JCL) ENDED IN ERROR JCL tiludv"
"313","F162 Sys. Mgm. Quality Assurance","JOB QWCFODGK (QWPFKRSK.0030.04020600.JCL) ENDED IN ERROR JCL tiludv"
"314","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFUD24 (ZWCDGFAMZPA.0018.03310600.0012) ENDED IN ERROR 0012 tiludv"
"315","F161 Sys. Mgm. EDW","JOB EWCWD028 (WDPDELVAPP028.0010.04171800.1012) ENDED IN ERROR 1012 tiludv"
"316","F161 Sys. Mgm. EDW","JOB EWCSI800 (EWPSAKI800.0010.04231800.1723) ENDED IN ERROR 1723 tiludv"
"317","F161 Sys. Mgm. EDW","JOB EWCSI010 (EWPSAKI010.0010.04231800.1723) ENDED IN ERROR 1723 tiludv"
"318","F161 Sys. Mgm. EDW","JOB EWCSKP20 (EWPSAKKP20.0010.04231800.1723) ENDED IN ERROR 1723 tiludv"
"319","F161 Sys. Mgm. EDW","DB2-Maxlimits EW00012D.EW00062S - EWWH_TRANS_KORT_H - 1 - 3.65GB - Clean-up"
"320","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCCRD2S (ZWPULBDOPROACTRL.0120.05010600.JCL) ENDED IN ERROR JCL tiludv"
"321","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFKY2L (ZWCULFAK1ZPA.0125.05010600.JCL) ENDED IN ERROR JCL tiludv"
"322","F162 Sys. Mgm. Quality Assurance","JOB QWCQLK13 (EWPSAKLK13.0005.12141800.1020) ENDED IN ERROR 1020 tiludv"
"323","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFPK2A (ZWCULFAKNPV.0045.04011100.JCL) ENDED IN ERROR JCL tiludv"
"324","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFPK27 (ZWCULFAKNPV.0035.05041100.JCL) ENDED IN ERROR JCL tiludv"
"325","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFPK2C (ZWCULFAKNPV.0055.05041100.JCL) ENDED IN ERROR JCL"
"326","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFKR12 (ZWPULFAK1RDNEW.0012.05131100.JCL) ENDED IN ERROR JCL tiludv"
"327","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFPKD8 (ZWCULFAK1ZPA.0252.05131100.JCL) ENDED IN ERROR JCL tiludv"
"328","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFPKB8 (ZWCULFAK1ZPA.0250.05131100.JCL) ENDED IN ERROR JCL tiludv"
"329","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFKS91 (ZWCULFAK1ZPA.0010.05131100.JCL) ENDED IN ERROR JCL tiludv"
"330","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEVD01 (ZWCDGFACTSIDIGEN.0005.12190600.0012) ENDED IN ERROR 0012 tiludv"
"331","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCESRD7 (ZWCULFAKSIRDZPA.0035.06111100.JCL) ENDED IN ERROR JCL tiludv"
"332","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCDEY11 (ZWPMEDEFFACTZPA.0130.12190600.U02B) ENDED IN ERROR U02B tiludv"
"333","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFAUNL (ZWCDGFACZPA.0126.12230600.U053) ENDED IN ERROR U053 tiludv"
"334","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEUD01 (ZWCULFAKSIDIGEN.0005.07101100.JCLI) ENDED IN ERROR JCLI tiludv"
"335","F162 Sys. Mgm. Quality Assurance","JOB QWCQDJ01 (EWPSAKDJ01.0005.12251800.JCL) ENDED IN ERROR JCL tiludv"
"336","F161 Sys. Mgm. EDW","JOB EWCST100 (EWPTOPDANMARKUGE.0005.12280600.1999) ENDED IN ERROR 1999 tiludv"
"337","F162 Sys. Mgm. Quality Assurance","JOB QWCQDJ02 (EWPSAKDJ02.0005.12251800.JCL) ENDED IN ERROR JCL tiludv"
"338","F162 Sys. Mgm. Quality Assurance","JOB QWCRRW11 (EWPSACRW11.0005.12251800.JCL) ENDED IN ERROR JCL tiludv"
"339","F162 Sys. Mgm. Quality Assurance","JOB QWCQK514 (EWPSAKK514.0005.01011800.JCL) ENDED IN ERROR JCL tiludv"
"340","F161 Sys. Mgm. EDW","JOB EWCSBL00 (EWPSAKBL00.0010.01011800.JCL) ENDED IN ERROR JCL tiludv"
"341","F161 Sys. Mgm. EDW","JOB EWCSRW11 (EWPSAKRW11ULT.0010.01011800.JCL) ENDED IN ERROR JCL tiludv"
"342","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCDFT15 (ZWCINDEFDEF.0020.01040600.U02E) ENDED IN ERROR U02E tiludv"
"343","F161 Sys. Mgm. EDW","JOB QWCQHF01 (EWPSAKHF01.0005.12311800.U02B) ENDED IN ERROR U02B tiludv"
"344","F162 Sys. Mgm. Quality Assurance","JOB QWCQVB02 (EWPSACVB02.0005.01051800.1020) ENDED IN ERROR 1020 tiludv"
"345","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFPK2B (ZWCULFAKNPV.0050.01080600.0012) ENDED IN ERROR 0012 tiludv"
"346","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEUD04 (ZWCULFAKSIDIMFI.0005.01080600.0012) ENDED IN ERROR 0012 tiludv"
"347","F161 Sys. Mgm. EDW","JOB EWCSSI99 (EWPSAKSI99.0010.01081800.JCL) ENDED IN ERROR JCL tiludv"
"348","F161 Sys. Mgm. EDW","JOB EWCSZU01 (EWPSAKZU01.0010.01101800.0012) ENDED IN ERROR 0012 tiludv"
"349","F161 Sys. Mgm. EDW","JOB EWCSZU01 (EWPSAKZU01.0010.01101800.JCLI) ENDED IN ERROR JCLI"
"350","F161 Sys. Mgm. EDW","DB2-Maxlimits EW00014D.EW00118S 20 - EWWH_TFN_POSTION_H - Jan release"
"351","F162 Sys. Mgm. Quality Assurance","JOB QWCYRH05 (EWPCPYRH05.0005.01121800.0012) ENDED IN ERROR 0012 tiludv"
"352","F162 Sys. Mgm. Quality Assurance","JOB QWCQLK19 (EWPSAKLK19.0005.01141800.1020) ENDED IN ERROR 1020 tiludv"
"353","F161 Sys. Mgm. EDW","JOB QWCQMY04 (EWPSAKMY04.0005.01171800.1020) ENDED IN ERROR 1020 tiludv"
"354","F161 Sys. Mgm. EDW","JOB QWCQMY05 (EWPSAKMY05.0005.01171800.1020) ENDED IN ERROR 1020 tiludv"
"355","F162 Sys. Mgm. Quality Assurance","JOB QWCQKD00 (EWPSAKKD00.0010.01181800.0012) ENDED IN ERROR 0012"
"356","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFAUNL (ZWCDGFACZPA.0126.01200600.U053) ENDED IN ERROR U053 tiludv"
"357","F162 Sys. Mgm. Quality Assurance","JOB QWCQDX14 (EWPSAKDX14.0005.01191800.1020) ENDED IN ERROR 1020 tiludv"
"358","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCDFT15 (ZWCINDEFDEF.0020.01200600.U02E) ENDED IN ERROR U02E tiludv"
"359","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLIA68 (ZWCINDFTILG2.0120.01200600.0004) ENDED IN ERROR 0004 tiludv"
"360","F161 Sys. Mgm. EDW","JOB EWCSDW55 (EWPSAKDW55.0005.01201800.U02B) ENDED IN ERROR U02B tiludv"
"361","F161 Sys. Mgm. EDW","JOB c (EWPSAKGE04.0005.01201800.U02B) ENDED IN ERROR U02B"
"362","F161 Sys. Mgm. EDW","JOB EWCSLX01 (EWPSAKLX01.0010.01211800.1008) ENDED IN ERROR 1008 tiludv"
"363","F161 Sys. Mgm. EDW","JOB EWCRRW10 (EWPSACRW10.0010.01211800.JCL) ENDED IN ERROR JCL tiludv"
"364","F161 Sys. Mgm. EDW","JOB EWCRRW11 (EWPSACRW11.0010.01211800.JCL) ENDED IN ERROR JCL tiludv"
"365","F162 Sys. Mgm. Quality Assurance","JOB QWCQKS27 (EWPSAKKS27.0005.01201800.1020) ENDED IN ERROR 1020 tiludv"
"366","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKOMB1 (ZWCDGKUNDEZPA.0054.01230600.0014) ENDED IN ERROR 0014 tiludv"
"367","F162 Sys. Mgm. Quality Assurance","JOB QWCDCILB (QWPCILGFS.0005.01221800.JCL) ENDED IN ERROR JCL"
"368","F161 Sys. Mgm. EDW","JOB EWCRSI09 (EWPSAKSR09.0005.01181800.0001) ENDED IN ERROR 0001 tiludv"
